Product ID,Product Name,Product Category,Supplier ID,Orig_Price,Date Added
PROD0846,T-shirt,Footwear,SUP2932,103.77,1/21/22
PROD0847,Bookshelf,Clothing,SUP4146,371.96,12/1/21
PROD0848,Vacuum Cleaner,Clothing,SUP1714,521.5,9/29/20
PROD0849,Washing Machine,Furniture,SUP4459,60.58,1/6/21
PROD0850,T-shirt,Footwear,SUP2777,124.51,11/7/20
PROD0851,Laptop Bag,Home Decor,SUP1620,914.79,3/2/20
PROD0852,Camera,Home Decor,SUP4531,255.47,1/23/20
PROD0853,Lamp,Appliances,SUP1132,668.02,2/21/23
PROD0854,Smartwatch,Furniture,SUP2198,361.94,2/14/20
PROD0855,Cookware,Home Decor,SUP0641,939.99,8/4/22
PROD0856,Shirt,Clothing,SUP0595,432.59,7/28/23
PROD0857,Lamp,Accessories,SUP0203,673.89,8/27/20
PROD0858,TV,Appliances,SUP1075,415.2,10/20/22
PROD0859,Shirt,Accessories,SUP1920,183.64,9/18/20
PROD0860,Bed,Clothing,SUP3755,236.58,1/7/23
PROD0861,Cookware,Footwear,SUP2533,530.51,2/19/20
PROD0862,Wardrobe,Home Decor,SUP4029,686.58,9/5/20
PROD0863,Coffee Maker,Accessories,SUP0797,770.42,5/18/20
PROD0864,Sofa,Home Decor,SUP2718,646.23,5/31/23
PROD0865,Cookware,Clothing,SUP3470,323.16,9/23/21
PROD0866,Sofa,Accessories,SUP3872,127.67,4/16/23
PROD0867,TV,Clothing,SUP4266,669.94,1/16/21
PROD0868,Laptop,Footwear,SUP4479,256.56,8/22/22
PROD0869,Coffee Maker,Kitchenware,SUP2153,738.71,8/17/22
PROD0870,Laptop Bag,Home Decor,SUP0824,779.98,5/8/21
PROD0871,Laptop Bag,Clothing,SUP3269,27.97,5/19/21
PROD0872,Bookshelf,Kitchenware,SUP3471,141.35,3/20/23
PROD0873,Washing Machine,Home Decor,SUP4778,202.63,4/19/20
PROD0874,Microwave,Footwear,SUP1583,81.78,2/20/20
PROD0875,Table,Appliances,SUP4370,904.68,11/28/22
PROD0876,T-shirt,Kitchenware,SUP4200,984.81,9/27/20
PROD0877,Oven,Kitchenware,SUP1330,949.24,11/28/20
PROD0878,Air Conditioner,Furniture,SUP3821,483.25,1/29/20
PROD0879,Laptop Bag,Accessories,SUP2411,677.76,12/29/20
PROD0880,Oven,Furniture,SUP0806,898.93,8/10/23
PROD0881,Toaster,Appliances,SUP2708,124.45,5/29/23
PROD0882,Laptop Bag,Kitchenware,SUP0673,858.31,4/13/21
PROD0883,Oven,Footwear,SUP0244,155.44,4/8/21
PROD0884,Air Conditioner,Kitchenware,SUP2918,286.95,12/3/21
PROD0885,Jeans,Kitchenware,SUP4863,260.75,8/28/20
PROD0886,Laptop Bag,Home Decor,SUP3237,607.58,5/18/22
PROD0887,Jacket,Accessories,SUP4690,655.45,3/30/23
PROD0888,Wardrobe,Footwear,SUP0967,293.98,3/28/21
PROD0889,Microwave,Electronics,SUP1469,760.67,2/5/22
PROD0890,Jeans,Clothing,SUP0690,885.92,3/20/22
PROD0891,Shirt,Footwear,SUP4107,972.85,7/21/20
PROD0892,Watch,Footwear,SUP1124,508.05,4/29/23
PROD0893,Watch,Home Decor,SUP2700,537.56,6/6/20
PROD0894,Shoes,Accessories,SUP0061,713.51,10/13/20
PROD0895,Bookshelf,Electronics,SUP0477,452.1,10/23/22
PROD0896,Smartwatch,Clothing,SUP1225,71.65,5/17/22
PROD0897,Bookshelf,Footwear,SUP3513,971.78,2/22/20
PROD0898,Blender,Accessories,SUP4000,448.31,3/26/22
PROD0899,Table,Kitchenware,SUP0775,67.48,6/20/23
PROD0900,Bookshelf,Electronics,SUP4777,518.27,3/4/21
PROD0901,Lamp,Clothing,SUP0437,801.96,9/1/22
PROD0902,Watch,Furniture,SUP3393,720.75,3/19/22
PROD0903,Laptop Bag,Accessories,SUP0013,441.16,11/20/21
PROD0904,Jacket,Kitchenware,SUP2765,211.85,7/30/22
PROD0905,Smartwatch,Electronics,SUP0596,605.88,7/20/23
PROD0906,Blender,Home Decor,SUP1885,655.36,7/11/20
PROD0907,TV,Accessories,SUP4595,827.1,4/24/20
PROD0908,Camera,Appliances,SUP1243,610.19,6/18/21
PROD0909,Microwave,Home Decor,SUP3831,739.34,4/3/20
PROD0910,Shoes,Home Decor,SUP1157,435.85,11/14/21
PROD0911,Bed,Furniture,SUP1969,690.97,10/6/21
PROD0912,Washing Machine,Home Decor,SUP3065,190.03,2/20/22
PROD0913,Laptop Bag,Clothing,SUP2771,175.62,11/11/21
PROD0914,Air Conditioner,Home Decor,SUP1708,447.46,12/21/20
PROD0915,Washing Machine,Footwear,SUP4894,608.36,10/23/22
PROD0916,Lamp,Home Decor,SUP3519,255.02,11/20/20
PROD0917,Lamp,Accessories,SUP4853,92.67,7/28/22
PROD0918,Fridge,Footwear,SUP3136,89.34,5/18/22
PROD0919,Shirt,Footwear,SUP0354,115.27,4/16/22
PROD0920,TV,Accessories,SUP4521,209.98,1/3/22
PROD0921,Toaster,Footwear,SUP4342,282.79,6/25/23
PROD0922,Cookware,Furniture,SUP3291,533.83,8/12/22
PROD0923,Watch,Accessories,SUP3295,695.97,4/10/21
PROD0924,Bed,Appliances,SUP3425,851.18,10/11/22
PROD0925,Coffee Maker,Electronics,SUP2422,667.86,7/22/22
PROD0926,Shirt,Clothing,SUP4626,57.16,7/3/23
PROD0927,Speaker,Home Decor,SUP3195,694.99,1/4/23
PROD0928,Smartwatch,Clothing,SUP1253,409.41,7/16/20
PROD0929,Laptop Bag,Electronics,SUP0351,879,2/4/22
PROD0930,Wardrobe,Appliances,SUP2224,422.04,1/25/22
PROD0931,Lamp,Footwear,SUP4260,884.63,11/27/21
PROD0932,Watch,Kitchenware,SUP4912,501.76,2/1/22
PROD0933,Speaker,Accessories,SUP4869,848.44,10/13/21
PROD0934,T-shirt,Accessories,SUP1190,72.81,3/29/21
PROD0935,Coffee Maker,Furniture,SUP1520,917.22,11/24/20
PROD0936,Jacket,Furniture,SUP3626,994.79,5/24/21
PROD0937,Shirt,Furniture,SUP1523,460.39,8/24/21
PROD0938,Headphones,Accessories,SUP2638,961.7,11/11/21
PROD0939,Coffee Maker,Furniture,SUP4205,535.82,2/3/22
PROD0940,Headphones,Home Decor,SUP4527,110.6,8/16/20
PROD0941,Cookware,Electronics,SUP2889,491.45,3/3/20
PROD0942,Bookshelf,Footwear,SUP4091,9.64,3/17/20
PROD0943,Jacket,Kitchenware,SUP2795,349.52,6/10/20
PROD0944,Watch,Electronics,SUP0999,847.47,5/5/21
PROD0945,Lamp,Home Decor,SUP4616,545.46,1/9/23
PROD0946,Bookshelf,Footwear,SUP3660,312.99,3/7/20
PROD0947,Shoes,Kitchenware,SUP1421,328.69,5/7/20
PROD0948,Speaker,Electronics,SUP2926,768.93,6/27/23
PROD0949,Table,Clothing,SUP4436,688.31,6/28/21
PROD0950,Watch,Kitchenware,SUP2022,158.94,7/19/20
PROD0951,TV,Appliances,SUP4754,332.27,5/27/22
PROD0952,Air Conditioner,Home Decor,SUP1816,698.16,8/7/23
PROD0953,TV,Kitchenware,SUP2890,469.58,3/25/21
PROD0954,Sofa,Furniture,SUP4108,187.09,12/17/20
PROD0955,Laptop,Home Decor,SUP4036,668.19,1/20/20
PROD0956,Laptop Bag,Furniture,SUP0434,174.66,12/24/21
PROD0957,Smartwatch,Kitchenware,SUP4858,911.91,12/13/20
PROD0958,Toaster,Kitchenware,SUP0647,444.48,2/22/20
PROD0959,Jeans,Home Decor,SUP0865,308.15,1/21/21
PROD0960,Vacuum Cleaner,Electronics,SUP2860,56.5,12/3/21
PROD0961,Air Conditioner,Appliances,SUP2579,510.5,4/14/20
PROD0962,Smartwatch,Kitchenware,SUP3756,47.46,1/8/20
PROD0963,Laptop,Clothing,SUP1804,855.24,1/17/23
PROD0964,Microwave,Appliances,SUP1265,675.94,2/28/22
PROD0965,Laptop Bag,Electronics,SUP0115,983.6,9/4/21
PROD0966,Air Conditioner,Footwear,SUP4649,828.23,12/9/20
PROD0967,Fridge,Footwear,SUP3810,925.8,2/10/21
PROD0968,Air Conditioner,Accessories,SUP2464,526.71,1/17/23
PROD0969,Sofa,Appliances,SUP0930,301.91,8/31/22
PROD0970,Smartphone,Footwear,SUP0507,825.68,2/15/21
PROD0971,Speaker,Footwear,SUP3196,669.4,4/1/22
PROD0972,Bed,Footwear,SUP0336,101.77,8/15/22
PROD0973,Smartwatch,Clothing,SUP4675,85.74,8/11/23
PROD0974,Smartphone,Kitchenware,SUP4865,48.85,12/13/21
PROD0975,Vacuum Cleaner,Appliances,SUP4774,760.92,7/3/22
PROD0976,Laptop Bag,Accessories,SUP4386,692.92,4/1/21
PROD0842,Table,Home Decor,SUP2414,365.72,8/20/21
PROD0843,Fridge,Footwear,SUP0294,959.47,1/24/20
PROD0844,Washing Machine,Accessories,SUP4598,440,12/5/20
PROD0845,Laptop Bag,Appliances,SUP0946,410.7,10/30/21
PROD0977,T-shirt,Accessories,SUP4439,369.4,3/24/23
PROD0978,Jeans,Clothing,SUP0921,192.98,3/11/21
PROD0979,Laptop,Appliances,SUP2733,362.47,1/21/21
PROD0980,Shoes,Home Decor,SUP0734,936.12,5/27/21
PROD0981,Oven,Clothing,SUP2798,559.7,8/31/20
PROD0982,Smartphone,Clothing,SUP0702,650.36,10/5/21
PROD0983,Fridge,Kitchenware,SUP2714,652.55,5/4/23
PROD0984,Jacket,Footwear,SUP0755,491.38,10/5/21
PROD0985,Laptop Bag,Kitchenware,SUP4788,952.4,10/6/22
PROD0986,Oven,Home Decor,SUP3051,468.57,7/14/22
PROD0987,Laptop,Electronics,SUP1545,326.55,1/14/20
PROD0988,Jacket,Kitchenware,SUP4453,457.93,5/3/23
PROD0989,Bookshelf,Accessories,SUP2271,849.55,4/9/23
PROD0990,Air Conditioner,Furniture,SUP4959,609.14,1/12/22
PROD0991,T-shirt,Accessories,SUP4098,41.37,1/24/23
PROD0992,Fridge,Electronics,SUP0803,177.02,3/21/23
PROD0993,Headphones,Kitchenware,SUP2221,894.04,4/19/22
PROD0994,Bed,Clothing,SUP1774,458,4/22/21
PROD0995,Air Conditioner,Footwear,SUP3733,231.6,4/20/20
PROD0996,Shoes,Home Decor,SUP0743,123.55,10/19/20
PROD0997,Cookware,Appliances,SUP1380,908.77,2/12/22
PROD0998,Speaker,Home Decor,SUP0008,82.38,6/19/23
PROD0999,Air Conditioner,Electronics,SUP1428,836.6,12/23/21
PROD1000,Wardrobe,Accessories,SUP3370,868.41,11/7/20
PROD1001,Washing Machine,Furniture,SUP3329,165.42,1/30/23
PROD1002,Air Conditioner,Furniture,SUP0622,34.65,7/26/23
PROD1003,Washing Machine,Kitchenware,SUP4298,986.75,3/16/20
PROD1004,Camera,Furniture,SUP0798,140.82,1/31/20
PROD1005,Bookshelf,Clothing,SUP3937,732.78,5/16/22
PROD1006,Washing Machine,Accessories,SUP0431,481.38,12/14/20
PROD1007,Bookshelf,Electronics,SUP3033,820.72,4/6/20
PROD1008,Table,Footwear,SUP4808,769.18,8/15/22
PROD1009,Washing Machine,Home Decor,SUP0668,917.47,6/23/20
PROD1010,Coffee Maker,Appliances,SUP2887,886.4,4/27/20
PROD1011,Shoes,Accessories,SUP3360,765.11,2/17/20
PROD1012,Wardrobe,Furniture,SUP4230,612.26,3/9/20
PROD1013,Shirt,Home Decor,SUP0811,92.76,11/12/20
PROD1014,TV,Appliances,SUP2367,195.55,8/26/23
PROD1015,Toaster,Furniture,SUP2782,278.56,4/5/22
PROD1016,Sofa,Footwear,SUP1831,48.3,9/23/20
PROD1017,Blender,Kitchenware,SUP0864,266.85,2/25/23
PROD1018,Wardrobe,Home Decor,SUP1199,845.71,5/30/22
PROD1019,Shoes,Home Decor,SUP1665,528.78,3/23/22
PROD1020,Lamp,Electronics,SUP0505,970.48,5/23/20
PROD1021,T-shirt,Footwear,SUP1246,730.39,11/9/20
PROD1022,Camera,Accessories,SUP0557,486.21,8/3/20
PROD1023,Jeans,Home Decor,SUP0925,345.28,11/10/20
PROD1024,Jeans,Clothing,SUP2785,248.72,2/11/21
PROD1025,Microwave,Electronics,SUP1443,789.84,6/14/22
PROD1026,Watch,Accessories,SUP1213,866.17,9/4/21
PROD1027,Smartwatch,Home Decor,SUP0676,142.02,1/23/21
PROD1028,Blender,Kitchenware,SUP0283,865.63,1/24/23
PROD1029,Watch,Footwear,SUP4545,375.21,12/17/22
PROD1030,Bed,Appliances,SUP4054,231.56,11/4/22
PROD1031,Microwave,Electronics,SUP0212,804.26,7/7/23
PROD1032,Bookshelf,Accessories,SUP3341,587.94,6/9/21
PROD1033,Smartwatch,Appliances,SUP1565,184.17,6/9/22
PROD1034,Shirt,Clothing,SUP1746,415.36,6/28/21
PROD1035,Microwave,Footwear,SUP4169,794.49,7/25/21
PROD1036,Smartphone,Clothing,SUP3438,514.88,3/14/22
PROD1037,Speaker,Appliances,SUP4495,45.74,7/24/22
PROD1038,Fridge,Electronics,SUP2462,160.14,3/12/22
PROD1039,Oven,Accessories,SUP4963,66.99,5/7/20
PROD1040,Smartwatch,Clothing,SUP2458,630.03,8/20/22
PROD1041,Toaster,Home Decor,SUP1362,941.46,9/13/22
PROD1042,Cookware,Furniture,SUP2473,994.59,3/24/20
PROD1043,Bed,Home Decor,SUP1886,841.63,8/3/23
PROD1044,Lamp,Clothing,SUP3681,310.16,7/16/22
PROD1045,Shoes,Appliances,SUP1300,970.68,7/23/20
PROD1046,Lamp,Appliances,SUP4393,792.37,9/6/22
PROD1047,TV,Home Decor,SUP1179,940.82,2/27/20
PROD1048,Sofa,Accessories,SUP2311,949.63,4/29/20
PROD1049,Wardrobe,Footwear,SUP3633,107.08,10/23/22
PROD1050,Smartwatch,Electronics,SUP1662,574.78,4/4/22
PROD1051,Camera,Clothing,SUP0519,978.47,11/18/20
PROD1052,Air Conditioner,Accessories,SUP2209,850.97,11/8/22
PROD1053,Sofa,Home Decor,SUP1480,416.21,4/19/21
PROD1054,Headphones,Clothing,SUP0706,103.56,8/8/22
PROD1055,Bed,Accessories,SUP3516,435.39,12/5/21
PROD1056,Headphones,Footwear,SUP3157,18.98,12/28/20
PROD1057,Jacket,Kitchenware,SUP2207,852.81,2/3/22
PROD1058,Wardrobe,Home Decor,SUP3079,893.39,11/9/20
PROD1059,Vacuum Cleaner,Home Decor,SUP0717,197.16,4/17/20
PROD1060,Shoes,Clothing,SUP0178,972.86,1/28/20
PROD1061,Watch,Kitchenware,SUP2997,841.37,11/9/21
PROD1062,Shirt,Furniture,SUP4207,99.02,6/5/20
PROD1063,Lamp,Kitchenware,SUP4717,815.95,2/16/20
PROD1064,Oven,Appliances,SUP3980,799.9,10/4/21
PROD1065,Table,Home Decor,SUP4563,357.15,6/10/23
PROD1066,Watch,Furniture,SUP1202,969.52,1/30/20
PROD1067,Headphones,Accessories,SUP4755,594.49,6/22/23
PROD1068,Jeans,Clothing,SUP2881,599.92,7/25/21
PROD1069,Oven,Kitchenware,SUP3213,421.43,9/18/21
PROD1070,Laptop,Kitchenware,SUP1464,472.35,7/6/22
PROD1071,Wardrobe,Furniture,SUP3853,108.03,4/28/20
PROD1072,Watch,Electronics,SUP3102,589.64,3/15/21
PROD1073,Air Conditioner,Furniture,SUP4189,389.66,11/26/21
PROD1074,T-shirt,Footwear,SUP3567,424.07,7/6/21
PROD1075,Cookware,Kitchenware,SUP4429,775.07,8/20/22
PROD1076,Laptop,Home Decor,SUP4802,352.15,3/17/23
PROD1077,Blender,Electronics,SUP2169,681.17,12/16/20
PROD1078,Laptop,Appliances,SUP3372,685.75,5/25/20
PROD1079,Laptop Bag,Kitchenware,SUP4881,387.04,12/26/22
PROD1080,Table,Furniture,SUP2503,174.83,7/13/20
PROD1081,Watch,Footwear,SUP0260,164.48,10/18/20
PROD1082,Oven,Clothing,SUP4099,985.91,12/26/20
PROD1083,Shoes,Home Decor,SUP3232,557.07,5/27/21
PROD1084,Air Conditioner,Footwear,SUP2383,661.66,5/13/21
PROD1085,Laptop,Accessories,SUP3926,367.89,8/23/22
PROD1086,T-shirt,Accessories,SUP4746,810.87,7/1/22
PROD1087,Speaker,Accessories,SUP2160,97.87,2/17/22
PROD1088,Oven,Appliances,SUP4208,266.16,9/27/21
PROD1089,T-shirt,Accessories,SUP4839,954.45,4/23/21
PROD1090,Bed,Kitchenware,SUP0614,98.8,5/22/22
PROD1091,Oven,Footwear,SUP2746,800.79,2/9/20
PROD1092,Smartwatch,Kitchenware,SUP2322,665.87,5/29/21
PROD1093,Oven,Home Decor,SUP4781,344.08,7/21/21
PROD1094,Laptop,Appliances,SUP0946,280.52,9/28/21
PROD1095,Watch,Kitchenware,SUP2888,491.46,5/4/23
PROD1096,Wardrobe,Kitchenware,SUP0920,183.61,3/26/23
PROD1097,Oven,Clothing,SUP0816,773.68,11/23/20
PROD1098,Shirt,Furniture,SUP3594,334.74,3/4/23
PROD1099,Lamp,Clothing,SUP3049,747.5,5/31/23
PROD1100,Smartwatch,Accessories,SUP2502,643.41,8/21/21
PROD1101,Oven,Footwear,SUP4984,284.91,10/8/20
PROD1102,Speaker,Accessories,SUP2763,98.09,6/27/20
PROD1103,Oven,Kitchenware,SUP1455,428.59,6/23/22
PROD1104,Shirt,Footwear,SUP1155,765.03,2/9/21
PROD1105,Camera,Home Decor,SUP0510,613.65,2/11/23
PROD1106,Bed,Appliances,SUP0366,431.65,8/1/22
PROD1107,Bed,Accessories,SUP2990,214.18,5/1/22
PROD1108,Bed,Furniture,SUP1753,436.15,7/16/23
PROD1109,Vacuum Cleaner,Home Decor,SUP3438,369.04,9/3/22
PROD1110,Headphones,Clothing,SUP3861,4.73,2/7/21
PROD1111,Air Conditioner,Footwear,SUP0457,694.42,8/25/22
PROD1112,Blender,Clothing,SUP0495,180.96,4/1/22
PROD1113,Wardrobe,Accessories,SUP1979,362.65,5/10/23
PROD1114,Blender,Clothing,SUP2612,924.32,6/22/23
PROD1115,Speaker,Appliances,SUP0737,868.41,3/29/21
PROD1116,Coffee Maker,Footwear,SUP4950,808.51,9/11/22
PROD1117,Toaster,Footwear,SUP2703,913.2,8/5/22
PROD1118,Washing Machine,Furniture,SUP1144,342.71,3/15/22
PROD1119,Fridge,Electronics,SUP2950,570.2,10/28/20
PROD1120,Fridge,Furniture,SUP2255,178.15,5/21/21
PROD1121,TV,Electronics,SUP3698,464.35,3/31/20
PROD1122,Laptop Bag,Accessories,SUP2070,469.71,11/18/20
PROD1123,Sofa,Accessories,SUP0113,70.7,9/7/22
PROD1124,Camera,Kitchenware,SUP0655,17.43,12/16/20
PROD1125,Vacuum Cleaner,Footwear,SUP2209,723.97,10/26/20
PROD1126,Jeans,Home Decor,SUP0540,913.19,1/15/22
PROD1127,Laptop,Home Decor,SUP1593,744.16,7/31/22
PROD1128,Jacket,Footwear,SUP4699,366.53,4/19/23
PROD1129,Coffee Maker,Kitchenware,SUP1757,82.41,9/2/21
PROD1130,Sofa,Furniture,SUP4312,431.14,7/29/20
PROD1131,Smartwatch,Furniture,SUP2683,134.09,1/25/22
PROD1132,Smartwatch,Accessories,SUP0353,768.02,12/11/20
PROD1133,Washing Machine,Furniture,SUP3563,242.78,6/24/21
PROD1134,Watch,Kitchenware,SUP1815,725.32,4/10/20
PROD1135,Jeans,Accessories,SUP4411,239.08,9/13/21
PROD1136,Jacket,Home Decor,SUP0403,794.89,5/17/21
PROD1137,Bed,Appliances,SUP1566,608.73,10/18/22
PROD1138,Laptop,Accessories,SUP0653,77.02,7/24/20
PROD1139,Headphones,Footwear,SUP3090,89.52,5/9/20
PROD1140,Watch,Accessories,SUP3678,202.73,8/21/23
PROD1141,Shirt,Home Decor,SUP3134,918.92,3/18/20
PROD1142,Laptop Bag,Furniture,SUP1092,921.87,3/10/20
PROD1143,Laptop,Footwear,SUP2786,206.7,9/1/21
PROD1144,Sofa,Appliances,SUP0818,555,4/20/20
PROD1145,Table,Appliances,SUP3381,981.5,2/13/20
PROD1146,Smartwatch,Electronics,SUP2647,690.72,5/26/21
PROD1147,Coffee Maker,Electronics,SUP0886,186.15,6/9/21
PROD1148,Sofa,Kitchenware,SUP4904,988.83,5/1/22
PROD1149,Wardrobe,Electronics,SUP4934,167.33,6/3/20
PROD1150,Wardrobe,Electronics,SUP3765,836.77,5/27/21
PROD1151,Oven,Footwear,SUP4683,156.24,8/21/20
PROD1152,TV,Home Decor,SUP1117,146.49,10/12/20
PROD1153,Microwave,Electronics,SUP1388,173.2,4/16/20
PROD1154,Vacuum Cleaner,Furniture,SUP2513,268.22,9/16/22
PROD1155,Blender,Furniture,SUP4649,130.92,7/11/21
PROD1156,Watch,Kitchenware,SUP3603,625.45,2/14/22
PROD1157,Air Conditioner,Footwear,SUP2931,714.52,12/17/20
PROD1158,Table,Home Decor,SUP2172,420.58,2/22/21
PROD1159,TV,Footwear,SUP1903,273.12,9/27/22
PROD1160,Toaster,Furniture,SUP2960,741.93,12/12/22
PROD1161,Headphones,Furniture,SUP4106,206.52,4/19/21
PROD1162,Shoes,Footwear,SUP2160,388.25,6/26/21
PROD1163,Toaster,Footwear,SUP3357,671.18,3/17/22
PROD1164,Bed,Home Decor,SUP0940,872.41,2/26/20
PROD1165,Camera,Home Decor,SUP2444,599.06,8/10/23
PROD1166,Headphones,Furniture,SUP4706,729.77,4/27/22
PROD1167,Fridge,Footwear,SUP3634,445.84,3/28/20
PROD1168,Jeans,Clothing,SUP4991,668.62,8/22/21
PROD1169,Sofa,Clothing,SUP4622,753.04,1/23/21
PROD1170,Shirt,Kitchenware,SUP1762,372.98,2/4/21
PROD1171,Speaker,Electronics,SUP2657,610.45,8/11/20
PROD1172,Microwave,Electronics,SUP0420,254.82,8/3/23
PROD1173,Laptop,Accessories,SUP0791,517.2,9/13/22
PROD1174,Speaker,Kitchenware,SUP0052,496.35,9/4/21
PROD1175,Cookware,Footwear,SUP2636,861.38,1/2/23
PROD1176,Bed,Kitchenware,SUP3006,724.68,2/23/23
PROD1177,Headphones,Accessories,SUP1554,551.68,12/16/20
PROD1178,Sofa,Furniture,SUP0829,178.41,8/15/22
PROD1179,Shirt,Furniture,SUP3339,251.19,3/28/21
PROD1180,Bed,Accessories,SUP4840,519.34,1/2/23
PROD1181,Toaster,Electronics,SUP2690,198.33,4/9/20
PROD1182,Coffee Maker,Electronics,SUP2433,697.8,4/15/23
PROD1183,Laptop Bag,Home Decor,SUP0144,745.32,7/14/22
PROD1184,Air Conditioner,Home Decor,SUP2721,249.46,4/4/23
PROD1185,Sofa,Home Decor,SUP4051,281.62,6/18/23
PROD1186,Toaster,Appliances,SUP3339,213.78,7/18/22
PROD1187,Shirt,Accessories,SUP0798,53.37,4/18/20
PROD1188,Speaker,Clothing,SUP0526,613.97,12/30/22
PROD1189,Air Conditioner,Furniture,SUP0442,423.89,4/12/23
PROD1190,Jacket,Clothing,SUP0157,752.54,2/26/20
PROD1191,Vacuum Cleaner,Kitchenware,SUP3126,861.98,12/28/20
PROD1192,Air Conditioner,Appliances,SUP1830,324.95,7/7/22
PROD1193,Bed,Accessories,SUP4053,10.12,11/22/20
PROD1194,Coffee Maker,Accessories,SUP1675,1.19,3/17/21
PROD1195,Laptop,Furniture,SUP0667,435.7,1/24/22
PROD1196,Watch,Kitchenware,SUP1883,920.03,1/30/23
PROD1197,Smartwatch,Kitchenware,SUP4599,594.14,9/14/22
PROD1198,Headphones,Home Decor,SUP1608,692.71,7/11/23
PROD1199,Fridge,Home Decor,SUP2214,771.92,10/15/22
PROD1200,Speaker,Kitchenware,SUP0204,355.86,7/1/22
PROD1201,Toaster,Home Decor,SUP4466,975.8,1/30/21
PROD1202,Jeans,Clothing,SUP1900,469.99,12/26/20
PROD1203,Smartwatch,Accessories,SUP4257,982.95,8/5/21
PROD1204,Sofa,Kitchenware,SUP0312,720.14,8/11/23
PROD1205,Fridge,Electronics,SUP2368,230.94,4/9/23
PROD1206,TV,Home Decor,SUP0457,402.66,10/17/21
PROD1207,Blender,Furniture,SUP3205,182.24,6/1/22
PROD1208,Microwave,Kitchenware,SUP4869,140.08,1/26/21
PROD1209,Cookware,Home Decor,SUP4182,332.95,4/12/20
PROD1210,Bed,Footwear,SUP1923,636.23,1/8/22
PROD1211,Washing Machine,Electronics,SUP3399,452.47,1/19/23
PROD1212,Washing Machine,Clothing,SUP3870,373.97,1/31/22
PROD1213,Microwave,Furniture,SUP4693,623.59,7/8/21
PROD1214,Jeans,Clothing,SUP0572,655.72,4/23/22
PROD1215,Bed,Home Decor,SUP4489,210.1,4/11/21
PROD1216,Toaster,Kitchenware,SUP4490,484.87,4/11/23
PROD1217,Bed,Electronics,SUP3480,830.84,1/28/23
PROD1218,Coffee Maker,Furniture,SUP3549,626.96,5/27/22
PROD1219,Sofa,Kitchenware,SUP4181,473.82,4/24/22
PROD1220,Laptop,Accessories,SUP1798,69.56,2/5/23
PROD1221,T-shirt,Clothing,SUP4577,750.8,6/18/23
PROD1222,Bookshelf,Appliances,SUP2945,798.39,8/9/23
PROD1223,Table,Clothing,SUP2438,69.58,8/10/23
PROD1224,Camera,Accessories,SUP4758,519.56,7/6/21
PROD1225,Table,Kitchenware,SUP0759,694.78,11/16/20
PROD1226,Watch,Electronics,SUP1759,668.24,1/24/21
PROD1227,Wardrobe,Electronics,SUP3128,527.45,11/5/20
PROD1228,Coffee Maker,Appliances,SUP2934,863.87,4/11/21
PROD1229,TV,Accessories,SUP3720,130.91,2/27/22
PROD1230,Headphones,Footwear,SUP4221,943.75,2/11/22
PROD1231,Microwave,Kitchenware,SUP3164,3,10/4/22
PROD1232,T-shirt,Furniture,SUP0264,921.66,9/22/22
PROD1233,Lamp,Electronics,SUP2593,698.83,7/11/23
PROD1234,Wardrobe,Accessories,SUP4353,846.52,8/4/23
PROD1235,Laptop,Accessories,SUP1278,683.5,6/12/20
PROD1236,Wardrobe,Accessories,SUP2525,935.09,9/29/22
PROD1237,TV,Home Decor,SUP0507,256.11,5/11/23
PROD1238,Watch,Footwear,SUP1966,210.05,10/17/21
PROD1239,Blender,Accessories,SUP0172,180.73,7/18/23
PROD1240,Headphones,Home Decor,SUP3339,872.95,7/5/22
PROD1241,Shoes,Home Decor,SUP1873,340.44,1/7/22
PROD1242,Air Conditioner,Footwear,SUP0385,355.12,2/18/20
PROD1243,Shoes,Home Decor,SUP3840,207.89,7/22/20
PROD1244,Fridge,Clothing,SUP3683,745.36,2/2/22
PROD1245,Jeans,Accessories,SUP1030,829.8,2/22/22
PROD1246,Wardrobe,Accessories,SUP2711,524.18,4/2/22
PROD1247,Blender,Clothing,SUP0255,392.9,10/30/22
PROD1248,Lamp,Footwear,SUP1006,89.32,2/16/20
PROD1249,Watch,Furniture,SUP2467,311.26,2/22/23
PROD1250,Air Conditioner,Appliances,SUP4527,84.28,12/31/22
PROD1251,Microwave,Electronics,SUP2078,838.75,7/8/23
PROD1252,Laptop,Kitchenware,SUP2838,569.41,12/18/22
PROD1253,Smartwatch,Accessories,SUP4110,433.48,4/25/22
PROD1254,Vacuum Cleaner,Electronics,SUP3550,334.61,12/23/22
PROD1255,Laptop,Electronic,SUP2434,974.11,1/26/20
PROD1256,Shoes,Home Decor,SUP0703,737.96,9/9/22
PROD1257,T-shirt,Clothing,SUP4837,545.08,4/27/23
PROD1258,Air Conditioner,Accessories,SUP1211,64.73,12/19/21
PROD1259,Smartwatch,Accessories,SUP1783,736.66,3/8/22
PROD1260,Laptop Bag,Electronic,SUP2875,830.66,9/19/22
PROD1261,Jeans,Home Decor,SUP4308,571.47,1/20/22
PROD1262,Jacket,Accessories,SUP3631,79.05,1/12/23
PROD1263,Bookshelf,Kitchenware,SUP1399,615.48,3/17/23
PROD1264,Blender,Electronic,SUP2794,999859.44,11/3/21
